Versão,Regiões,I/O_e_malloc,num_Threads,Tamanho_entrada,num_Execuções,Tempo_médio_de_execução,Intervalo_de_confiança,,,
Sequencial,Seahorse,Sem,1,16,10,"0,00092","0,000059",,,
Pthreads,Seahorse,Sem,8,16,10,"0,0008","0,0000171",,,
OpenMP,Seahorse,Sem,8,16,10,"0,0012","0,000183",,,
Sequencial,Seahorse,Sem,1,32,10,"0,0005066","0,0000612",,,
Pthreads,Seahorse,Sem,8,32,10,"0,000856","0,0000284",,,
OpenMP,Seahorse,Sem,8,32,10,"0,001339","0,00029",,,
Sequencial,Seahorse,Sem,1,64,10,"0,00079","0,0000509",,,
Pthreads,Seahorse,Sem,8,64,10,"0,0009124","0,0000238",,,
OpenMP,Seahorse,Sem,8,64,10,"0,001318","0,000145",,,
Sequencial,Seahorse,Sem,1,128,10,"0,0034297","0,0000888",,,
Pthreads,Seahorse,Sem,8,128,10,"0,0017436","0,0000547",,,
OpenMP,Seahorse,Sem,8,128,10,"0,002","0,0000629",,,
Sequencial,Seahorse,Sem,1,256,10,"0,006496","0,000749",,,
Pthreads,Seahorse,Sem,8,256,10,"0,0043","0,0000494",,,
OpenMP,Seahorse,Sem,8,256,10,"0,0075","0,00243",,,
Sequencial,Seahorse,Sem,1,512,10,"0,02487","0,00265",,,
Pthreads,Seahorse,Sem,8,512,10,"0,0225","0,00165",,,
OpenMP,Seahorse,Sem,8,512,10,"0,0193","0,00214",,,
Sequencial,Seahorse,Sem,1,1024,10,"0,09106","0,00401",,,
Pthreads,Seahorse,Sem,8,1024,10,"0,0631","0,00256",,,
OpenMP,Seahorse,Sem,8,1024,10,"0,0874","0,00357",,,
Sequencial,Seahorse,Sem,1,2048,10,"0,33","0,00316",,,
Pthreads,Seahorse,Sem,8,2048,10,"0,2216","0,000816",,,
OpenMP,Seahorse,Sem,8,2048,10,"0,23265","0,00345",,,
Sequencial,Seahorse,Sem,1,4096,10,"1,28732","0,00527",,,
Pthreads,Seahorse,Sem,8,4096,10,"0,87","0,00195",,,
OpenMP,Seahorse,Sem,8,4096,10,"0,88356","0,0023",,,
Sequencial,Seahorse,Sem,1,8192,10,"5,0799","0,0133",,,
Pthreads,Seahorse,Sem,8,8192,10,"3,5552","0,0458",,,
OpenMP,Seahorse,Sem,8,8192,10,"3,5799","0,0395",,,
Sequencial,Elephant,Sem,1,16,10,"0,0007437","0,000038",,,
Pthreads,Elephant,Sem,8,16,10,"0,0009449","0,0000897",,,
OpenMP,Elephant,Sem,8,16,10,"0,001239","0,00029",,,
Sequencial,Elephant,Sem,1,32,10,"0,00079","0,0000383",,,
Pthreads,Elephant,Sem,8,32,10,"0,0008589","0,0000332",,,
OpenMP,Elephant,Sem,8,32,10,"0,001553","0,000438",,,
Sequencial,Elephant,Sem,1,64,10,"0,000989","0,0000343",,,
Pthreads,Elephant,Sem,8,64,10,"0,0008715","0,0000129",,,
OpenMP,Elephant,Sem,8,64,10,"0,00269","0,00102",,,
Sequencial,Elephant,Sem,1,128,10,"0,001","0,0000578",,,
Pthreads,Elephant,Sem,8,128,10,"0,000978","0,0000259",,,
OpenMP,Elephant,Sem,8,128,10,"0,00175","0,000584",,,
Sequencial,Elephant,Sem,1,256,10,"0,0028","0,000417",,,
Pthreads,Elephant,Sem,8,256,10,"0,0016","0,0000208",,,
OpenMP,Elephant,Sem,8,256,10,"0,00206","0,000143",,,
Sequencial,Elephant,Sem,1,512,10,"0,00833","0,000813",,,
Pthreads,Elephant,Sem,8,512,10,"0,00417","0,0000892",,,
OpenMP,Elephant,Sem,8,512,10,"0,00765","0,0022",,,
Sequencial,Elephant,Sem,1,1024,10,"0,03353","0,00298",,,
Pthreads,Elephant,Sem,8,1024,10,"0,025223","0,000866",,,
OpenMP,Elephant,Sem,8,1024,10,"0,02234","0,0023",,,
Sequencial,Elephant,Sem,1,2048,10,"0,1315","0,00316",,,
Pthreads,Elephant,Sem,8,2048,10,"0,06707","0,00289",,,
OpenMP,Elephant,Sem,8,2048,10,"0,05857","0,00153",,,
Sequencial,Elephant,Sem,1,4096,10,"0,47153","0,00361",,,
Pthreads,Elephant,Sem,8,4096,10,"0,213","0,00239",,,
OpenMP,Elephant,Sem,8,4096,10,"0,21132","0,00278",,,
Sequencial,Elephant,Sem,1,8192,10,"1,816","0,0051",,,
Pthreads,Elephant,Sem,8,8192,10,"0,79834","0,000771",,,
OpenMP,Elephant,Sem,8,8192,10,"0,79734","0,0019",,,
Sequencial,Triple Spiral,Sem,1,16,10,"0,0007104","0,0000259",,,
Pthreads,Triple Spiral,Sem,8,16,10,"0,0008239","0,0000292",,,
OpenMP,Triple Spiral,Sem,8,16,10,"0,00732","0,00419",,,
Sequencial,Triple Spiral,Sem,1,32,10,"0,000782","0,0000343",,,
Pthreads,Triple Spiral,Sem,8,32,10,"0,0008636","0,0000282",,,
OpenMP,Triple Spiral,Sem,8,32,10,"0,002064","0,00077",,,
Sequencial,Triple Spiral,Sem,1,64,10,"0,00097","0,0000424",,,
Pthreads,Triple Spiral,Sem,8,64,10,"0,000855","0,0000199",,,
OpenMP,Triple Spiral,Sem,8,64,10,"0,00301","0,00157",,,
Sequencial,Triple Spiral,Sem,1,128,10,"0,0008892","0,0000628",,,
Pthreads,Triple Spiral,Sem,8,128,10,"0,0009085","0,0000207",,,
OpenMP,Triple Spiral,Sem,8,128,10,"0,001399","0,000175",,,
Sequencial,Triple Spiral,Sem,1,256,10,"0,00344","0,000337",,,
Pthreads,Triple Spiral,Sem,8,256,10,"0,001654","0,000128",,,
OpenMP,Triple Spiral,Sem,8,256,10,"0,0017765","0,0000761",,,
Sequencial,Triple Spiral,Sem,1,512,10,"0,008","0,000985",,,
Pthreads,Triple Spiral,Sem,8,512,10,"0,0036139","0,0000367",,,
OpenMP,Triple Spiral,Sem,8,512,10,"0,00634","0,00186",,,
Sequencial,Triple Spiral,Sem,1,1024,10,"0,04041","0,00199",,,
Pthreads,Triple Spiral,Sem,8,1024,10,"0,01581","0,00129",,,
OpenMP,Triple Spiral,Sem,8,1024,10,"0,0175","0,00167",,,
Sequencial,Triple Spiral,Sem,1,2048,10,"0,10377","0,00402",,,
Pthreads,Triple Spiral,Sem,8,2048,10,"0,05336","0,0017",,,
OpenMP,Triple Spiral,Sem,8,2048,10,"0,0558","0,0057",,,
Sequencial,Triple Spiral,Sem,1,4096,10,"0,38573","0,0043",,,
Pthreads,Triple Spiral,Sem,8,4096,10,"0,16449","0,00108",,,
OpenMP,Triple Spiral,Sem,8,4096,10,"0,18028","0,00502",,,
Sequencial,Triple Spiral,Sem,1,8192,10,"1,46484","0,0039",,,
Pthreads,Triple Spiral,Sem,8,8192,10,"0,64552","0,00201",,,
OpenMP,Triple Spiral,Sem,8,8192,10,"0,64173","0,00315",,,
